OrderID,Date,CustomerID,Region,Category,Product,Quantity,UnitPrice,Sales,Profit
3994,2023-03-30,CUST8319,West,Clothing,Dress,10,843.8,8438.0,2140.71
3995,2020-06-18,CUST6668,East,Home Appliances,Blender,10,648.74,6487.4,1004.49
3996,2020-07-19,CUST5707,East,Furniture,Sofa,5,823.93,4119.65,745.63
3997,2020-04-10,CUST7618,North,Electronics,Headphones,1,61.7,61.7,5.44
3998,2021-10-26,CUST2712,South,Electronics,Tablet,6,156.5,939.0,91.48
3999,2021-05-30,CUST6120,North,Electronics,Laptop,6,391.48,2348.88,652.56
4000,2021-03-21,CUST3925,North,Electronics,Headphones,8,538.05,4304.4,570.7
4001,2020-02-02,CUST6567,West,Home Appliances,Microwave,7,454.76,3183.32,833.4
4002,2020-05-05,CUST8034,North,Groceries,Bread,9,817.96,7361.64,2180.31
4003,2021-09-21,CUST2663,West,Furniture,Chair,10,1932.24,19322.4,3450.63
4004,2021-09-19,CUST7533,South,Electronics,Tablet,7,1513.35,10593.45,2861.0
4005,2021-08-22,CUST8907,West,Groceries,Milk,9,897.05,8073.45,896.89
4006,2021-11-10,CUST4189,North,Furniture,Table,5,367.9,1839.5,251.73
4007,2020-05-28,CUST5245,North,Clothing,Jacket,8,300.72,2405.76,500.64
4008,2021-05-14,CUST5000,East,Clothing,Shoes,9,250.27,2252.43,296.18
4009,2022-11-19,CUST3324,North,Electronics,Smartphone,8,1260.98,10087.84,874.57
4010,2021-12-23,CUST8612,West,Electronics,Smartphone,10,381.95,3819.5,625.38
4011,2022-07-13,CUST9029,North,Furniture,Sofa,4,227.29,909.16,85.96
4012,2022-06-19,CUST6223,East,Home Appliances,Microwave,8,1107.89,8863.12,1145.0
4013,2022-07-24,CUST4228,South,Furniture,Table,3,1055.27,3165.81,713.85
4014,2022-06-16,CUST2183,West,Furniture,Wardrobe,2,587.92,1175.84,148.0
4015,2021-01-24,CUST9119,East,Clothing,Dress,7,1129.91,7909.37,888.52
4016,2021-11-13,CUST1486,West,Electronics,Smartphone,3,229.9,689.7,177.5
4017,2020-01-28,CUST5803,South,Electronics,Tablet,5,381.95,1909.75,354.28
4018,2020-01-17,CUST6031,South,Groceries,Milk,6,653.7,3922.2,540.8
4019,2020-07-07,CUST8360,South,Electronics,Tablet,6,72.75,436.5,94.12
4020,2022-03-13,CUST7451,South,Clothing,Jeans,5,1035.81,5179.05,431.65
4021,2023-12-14,CUST2300,East,Clothing,Dress,8,522.95,4183.6,689.08
4022,2020-09-27,CUST4350,West,Groceries,Rice,5,992.91,4964.55,1186.55
4023,2020-10-04,CUST9530,East,Electronics,Laptop,1,578.44,578.44,64.84
4024,2022-05-07,CUST4111,West,Groceries,Eggs,6,637.41,3824.46,249.12
4025,2022-10-10,CUST7567,North,Electronics,Tablet,8,1139.97,9119.76,1252.66
4026,2022-09-04,CUST3153,North,Home Appliances,Blender,6,1079.34,6476.04,1083.51
4027,2021-08-09,CUST2491,East,Furniture,Bed,6,1276.33,7657.98,1646.47
4028,2022-08-06,CUST9507,West,Clothing,Jeans,10,936.22,9362.2,2636.7
4029,2020-07-29,CUST8967,South,Furniture,Wardrobe,9,502.64,4523.76,343.8
4030,2020-08-02,CUST1093,East,Furniture,Chair,4,647.05,2588.2,673.25
4031,2023-07-18,CUST5913,East,Groceries,Bread,3,1338.91,4016.73,869.4
4032,2021-09-16,CUST1299,East,Electronics,Camera,4,194.23,776.92,177.26
4033,2023-03-14,CUST5452,South,Furniture,Table,2,997.77,1995.54,335.6
4034,2022-12-02,CUST3044,South,Groceries,Bread,9,1742.11,15678.99,1452.0
4035,2020-03-09,CUST1406,East,Furniture,Table,8,1550.6,12404.8,714.59
4036,2021-07-20,CUST6644,East,Home Appliances,Blender,6,1634.63,9807.78,2776.26
4037,2021-06-10,CUST3397,East,Clothing,Jeans,9,1176.86,10591.74,734.26
4038,2023-04-23,CUST4200,East,Electronics,Tablet,7,197.5,1382.5,178.06
4039,2023-06-07,CUST5488,South,Clothing,Jacket,9,700.86,6307.74,1201.46
4040,2022-10-27,CUST6690,North,Electronics,Tablet,4,923.24,3692.96,1079.8
4041,2020-10-02,CUST1105,East,Furniture,Bed,1,46.23,46.23,3.8
4042,2020-03-30,CUST8009,South,Electronics,Camera,10,927.3,9273.0,2105.88
4043,2022-03-21,CUST2086,North,Furniture,Chair,3,1293.26,3879.78,791.83
4044,2022-01-19,CUST8359,East,Home Appliances,Refrigerator,8,941.77,7534.16,2049.91
4045,2020-10-04,CUST5028,North,Clothing,Shirt,7,481.5,3370.5,467.94
4046,2020-04-23,CUST6675,South,Clothing,Shoes,4,540.26,2161.04,326.42
4047,2023-11-21,CUST3143,North,Clothing,Dress,9,87.22,784.98,227.08
4048,2022-07-28,CUST2857,East,Electronics,Headphones,3,783.7,2351.1,187.56
4049,2023-06-15,CUST4618,South,Furniture,Sofa,3,321.45,964.35,108.46
4050,2021-05-23,CUST2805,North,Clothing,Shirt,8,1405.98,11247.84,3336.11
4051,2020-02-24,CUST7716,East,Furniture,Table,3,1293.76,3881.28,1042.5
4052,2023-01-11,CUST7334,East,Clothing,Jacket,3,1382.68,4148.04,921.04
4053,2022-07-06,CUST4022,North,Groceries,Eggs,6,648.82,3892.92,754.9
4054,2023-08-03,CUST4242,North,Groceries,Wheat,5,1790.48,8952.4,2525.93
4055,2023-09-24,CUST3204,East,Groceries,Milk,10,1878.77,18787.7,2216.42
4056,2022-11-29,CUST3260,North,Groceries,Bread,6,359.16,2154.96,542.09
4057,2021-10-16,CUST6817,South,Home Appliances,Microwave,6,872.4,5234.4,1254.52
4058,2021-12-11,CUST5469,East,Groceries,Bread,4,90.09,360.36,85.88
4059,2023-09-12,CUST9826,West,Home Appliances,Microwave,10,1991.14,19911.4,1479.69
4060,2021-09-30,CUST5133,East,Groceries,Eggs,10,965.17,9651.7,2478.44
4061,2020-08-30,CUST8640,West,Groceries,Milk,8,585.09,4680.72,1169.71
4062,2022-06-24,CUST7554,East,Clothing,Dress,2,1665.41,3330.82,246.09
4063,2020-12-08,CUST2135,North,Clothing,Jeans,10,1660.28,16602.8,3858.85
4064,2020-12-08,CUST6732,South,Electronics,Tablet,7,130.95,916.65,251.68
4065,2021-02-19,CUST3111,South,Electronics,Smartphone,10,1005.29,10052.9,1564.11
4066,2021-01-15,CUST1063,East,Clothing,Dress,7,1400.52,9803.64,2186.65
4067,2023-11-22,CUST2979,South,Home Appliances,Refrigerator,8,502.13,4017.04,433.36
4068,2023-02-12,CUST9650,South,Electronics,Smartphone,7,1381.79,9672.53,2097.99
4069,2021-04-26,CUST2227,South,Furniture,Sofa,2,1381.78,2763.56,186.34
4070,2021-04-09,CUST7445,South,Furniture,Sofa,7,1410.67,9874.69,2546.17
4071,2022-08-07,CUST5885,East,Furniture,Wardrobe,7,754.6,5282.2,505.24
4072,2022-05-29,CUST1798,North,Furniture,Bed,10,1071.93,10719.3,2400.44
4073,2022-12-09,CUST3547,West,Home Appliances,Blender,10,95.44,954.4,149.84
4074,2021-07-22,CUST9747,North,Furniture,Bed,6,868.09,5208.54,825.52
4075,2023-07-16,CUST8300,South,Clothing,Jeans,8,1612.14,12897.12,2697.82
4076,2021-10-10,CUST7020,West,Electronics,Laptop,5,1131.92,5659.6,1026.11
4077,2021-05-02,CUST6927,West,Furniture,Bed,7,1441.34,10089.38,823.61
4078,2021-09-03,CUST8967,West,Furniture,Sofa,4,1757.1,7028.4,491.69
4079,2020-04-25,CUST3154,South,Electronics,Camera,5,1260.39,6301.95,1232.62
4080,2023-05-30,CUST4857,East,Groceries,Wheat,1,827.58,827.58,118.26
4081,2023-10-30,CUST6463,North,Electronics,Laptop,10,284.79,2847.9,236.58
4082,2023-11-07,CUST8343,South,Home Appliances,Air Conditioner,9,1777.74,15999.66,4037.91
4083,2022-04-25,CUST9749,West,Furniture,Bed,7,921.91,6453.37,383.29
4084,2022-10-28,CUST8724,North,Clothing,Jacket,10,1797.91,17979.1,1754.99
4085,2020-10-30,CUST9592,East,Home Appliances,Refrigerator,3,1422.56,4267.68,935.86
4086,2022-10-30,CUST3656,East,Furniture,Table,4,1444.13,5776.52,898.11
4087,2023-09-02,CUST7591,West,Furniture,Sofa,4,1395.73,5582.92,1355.61
4088,2023-04-13,CUST3597,South,Electronics,Laptop,6,193.22,1159.32,74.09
4089,2020-09-04,CUST9915,North,Electronics,Headphones,1,526.17,526.17,102.86
4090,2020-07-22,CUST6206,South,Clothing,Jeans,5,53.86,269.3,16.18
4091,2021-12-13,CUST9162,East,Electronics,Tablet,1,1322.6,1322.6,349.36
4092,2022-04-01,CUST7679,South,Electronics,Laptop,9,523.36,4710.24,1126.62
4093,2020-08-10,CUST3820,South,Groceries,Wheat,5,1561.47,7807.35,2097.99
4094,2020-04-05,CUST1477,West,Furniture,Bed,8,352.93,2823.44,720.13
4095,2021-11-28,CUST1355,East,Clothing,Shoes,2,1572.15,3144.3,514.55
4096,2021-07-02,CUST5407,East,Clothing,Shirt,9,380.88,3427.92,737.77
4097,2020-09-19,CUST2171,South,Electronics,Smartphone,5,306.78,1533.9,394.8
4098,2023-11-15,CUST6471,East,Electronics,Tablet,9,1293.71,11643.39,1647.58
4099,2023-05-22,CUST4868,North,Home Appliances,Refrigerator,8,27.02,216.16,55.86
4100,2023-09-12,CUST3073,North,Electronics,Headphones,7,1525.74,10680.18,818.63
4101,2020-04-17,CUST1282,North,Electronics,Tablet,8,1215.19,9721.52,2876.4
4102,2020-10-21,CUST7772,West,Furniture,Wardrobe,4,1295.16,5180.64,652.31
4103,2021-07-27,CUST1956,North,Clothing,Jacket,1,1191.1,1191.1,121.34
4104,2023-09-16,CUST2406,North,Home Appliances,Washing Machine,5,870.64,4353.2,350.48
4105,2020-01-28,CUST8083,West,Home Appliances,Washing Machine,9,1224.91,11024.19,1170.66
4106,2021-08-14,CUST3747,North,Clothing,Jacket,5,1260.28,6301.4,1471.55
4107,2023-01-18,CUST4993,North,Furniture,Bed,5,1938.79,9693.95,962.82
4108,2021-06-10,CUST6940,South,Groceries,Wheat,10,207.93,2079.3,301.8
4109,2020-03-01,CUST2216,East,Groceries,Wheat,3,970.91,2912.73,279.94
4110,2021-09-15,CUST5350,East,Electronics,Camera,2,1795.62,3591.24,198.49
4111,2023-10-26,CUST7183,South,Home Appliances,Refrigerator,9,713.56,6422.04,1476.27
4112,2022-01-16,CUST5613,West,Home Appliances,Blender,2,789.35,1578.7,396.16
4113,2021-03-10,CUST3758,East,Groceries,Milk,4,299.68,1198.72,309.01
4114,2022-10-17,CUST7012,North,Home Appliances,Blender,6,806.3,4837.8,1323.2
4115,2023-06-09,CUST8683,South,Clothing,Shoes,8,1093.07,8744.56,2528.27
4116,2020-02-01,CUST4210,East,Clothing,Jeans,1,347.24,347.24,58.44
4117,2020-09-24,CUST3826,West,Furniture,Table,5,827.77,4138.85,829.89
4118,2022-07-04,CUST2172,South,Electronics,Camera,2,1542.36,3084.72,901.52
4119,2023-01-26,CUST6479,West,Electronics,Headphones,9,494.27,4448.43,267.04
4120,2020-05-12,CUST1263,West,Clothing,Shirt,7,1255.61,8789.27,2466.11
4121,2021-01-16,CUST9786,North,Groceries,Eggs,6,1535.78,9214.68,2005.83
4122,2021-04-16,CUST4827,South,Home Appliances,Air Conditioner,10,1092.51,10925.1,1953.03
4123,2022-02-09,CUST3152,North,Home Appliances,Washing Machine,2,164.29,328.58,82.58
4124,2021-02-24,CUST5553,South,Furniture,Sofa,5,170.23,851.15,162.1
4125,2022-10-06,CUST7870,South,Groceries,Wheat,4,1347.82,5391.28,1599.25
4126,2023-08-13,CUST6339,South,Home Appliances,Washing Machine,5,1437.42,7187.1,548.54
4127,2021-07-02,CUST8343,South,Clothing,Shoes,8,381.83,3054.64,424.18
4128,2022-05-19,CUST7740,East,Furniture,Bed,8,496.43,3971.44,810.9
4129,2023-07-08,CUST5630,East,Groceries,Wheat,9,1534.5,13810.5,2227.96
4130,2023-08-20,CUST3622,South,Clothing,Shirt,7,668.1,4676.7,251.32
4131,2023-02-28,CUST3184,North,Home Appliances,Blender,9,1382.19,12439.71,3441.7
4132,2023-11-15,CUST1467,East,Furniture,Bed,7,61.44,430.08,127.96
4133,2023-10-22,CUST7494,South,Groceries,Wheat,9,1687.48,15187.32,1443.92
4134,2021-03-21,CUST2293,South,Groceries,Milk,2,762.93,1525.86,403.94
4135,2022-05-09,CUST2172,South,Clothing,Dress,1,316.38,316.38,87.78
4136,2021-09-19,CUST3725,East,Home Appliances,Refrigerator,5,1573.4,7867.0,2245.85
4137,2020-02-13,CUST2761,North,Furniture,Bed,6,943.51,5661.06,887.08
4138,2021-09-19,CUST2550,West,Home Appliances,Blender,3,728.01,2184.03,560.4
4139,2021-10-12,CUST4816,North,Electronics,Laptop,5,1052.15,5260.75,1555.14
4140,2023-08-20,CUST2887,North,Electronics,Headphones,1,1279.84,1279.84,252.15
4141,2020-03-17,CUST7783,North,Clothing,Dress,5,676.36,3381.8,946.53
4142,2022-03-25,CUST6404,South,Clothing,Jeans,7,375.29,2627.03,318.45
4143,2021-10-07,CUST8920,North,Groceries,Wheat,2,713.74,1427.48,258.69
4144,2022-12-05,CUST7536,North,Electronics,Laptop,6,356.05,2136.3,408.65
4145,2020-01-01,CUST7263,South,Groceries,Bread,2,1524.01,3048.02,800.7
4146,2020-09-22,CUST4562,North,Electronics,Camera,10,820.11,8201.1,1432.26
4147,2022-08-01,CUST3457,South,Electronics,Camera,7,1322.39,9256.73,559.11
4148,2020-07-31,CUST1030,West,Furniture,Bed,8,133.32,1066.56,178.19
4149,2020-12-26,CUST7023,East,Groceries,Eggs,8,306.69,2453.52,726.88
4150,2021-05-03,CUST5951,East,Home Appliances,Air Conditioner,8,859.5,6876.0,1008.66
4151,2021-11-30,CUST4283,North,Furniture,Sofa,4,1401.75,5607.0,759.19
4152,2020-09-12,CUST7347,South,Groceries,Milk,6,295.27,1771.62,163.03
4153,2022-09-19,CUST5478,North,Clothing,Dress,2,367.37,734.74,73.97
4154,2020-05-18,CUST3719,South,Clothing,Dress,7,843.69,5905.83,1445.95
4155,2021-06-12,CUST4212,East,Furniture,Chair,3,1965.27,5895.81,561.24
4156,2023-03-03,CUST4174,North,Clothing,Jacket,2,1696.81,3393.62,672.53
4157,2023-06-09,CUST9027,East,Home Appliances,Washing Machine,10,1753.32,17533.2,3844.3
4158,2020-07-25,CUST3840,South,Groceries,Milk,8,434.2,3473.6,275.07
4159,2020-11-16,CUST1377,North,Home Appliances,Washing Machine,8,1981.93,15855.44,1410.84
4160,2022-05-01,CUST3542,West,Clothing,Jeans,9,187.14,1684.26,198.63
4161,2020-03-04,CUST7779,South,Clothing,Shoes,7,1265.82,8860.74,1581.57
4162,2023-06-25,CUST7635,East,Home Appliances,Blender,8,27.56,220.48,37.8
4163,2023-07-15,CUST5865,North,Home Appliances,Microwave,4,708.9,2835.6,156.36
4164,2022-10-14,CUST1353,West,Furniture,Chair,8,1797.46,14379.68,1844.15
4165,2020-06-11,CUST2119,East,Groceries,Wheat,3,934.1,2802.3,501.7
4166,2020-07-08,CUST3225,South,Clothing,Dress,9,560.57,5045.13,1079.59
4167,2020-06-25,CUST4031,North,Groceries,Wheat,9,1759.75,15837.75,3877.09
4168,2020-08-02,CUST3411,North,Electronics,Laptop,8,1391.1,11128.8,2233.09
4169,2020-05-07,CUST7637,North,Home Appliances,Washing Machine,7,1728.76,12101.32,1554.47
4170,2020-12-13,CUST5195,North,Home Appliances,Washing Machine,1,1069.15,1069.15,258.84
4171,2023-08-06,CUST9222,West,Groceries,Rice,3,1239.54,3718.62,917.56
4172,2020-07-18,CUST2263,West,Electronics,Headphones,5,1763.69,8818.45,1796.56
4173,2021-08-14,CUST5016,South,Home Appliances,Refrigerator,5,444.69,2223.45,412.68
4174,2023-03-19,CUST2368,West,Home Appliances,Refrigerator,7,1799.19,12594.33,2906.59
4175,2020-11-29,CUST1015,West,Groceries,Rice,4,1037.86,4151.44,710.16
4176,2023-04-10,CUST4468,South,Electronics,Laptop,10,611.66,6116.6,1814.55
4177,2021-03-29,CUST8687,North,Home Appliances,Refrigerator,10,1081.57,10815.7,935.26
4178,2022-04-27,CUST2904,West,Electronics,Headphones,4,1300.96,5203.84,767.82
4179,2022-02-24,CUST8172,North,Groceries,Eggs,10,1752.55,17525.5,1351.93
4180,2021-03-24,CUST6312,South,Electronics,Smartphone,10,1761.94,17619.4,1107.82
4181,2023-04-13,CUST2441,South,Furniture,Chair,2,1561.63,3123.26,247.39
4182,2023-05-23,CUST1492,East,Electronics,Smartphone,10,93.48,934.8,206.3
4183,2023-01-03,CUST2136,West,Furniture,Wardrobe,8,1123.2,8985.6,2544.57
4184,2023-04-09,CUST5942,North,Groceries,Wheat,6,1524.93,9149.58,2640.18
4185,2022-06-16,CUST3717,East,Groceries,Milk,7,1660.51,11623.57,1135.6
4186,2023-09-12,CUST1547,West,Groceries,Eggs,3,1615.67,4847.01,999.45
4187,2023-04-27,CUST3736,East,Clothing,Jeans,4,772.1,3088.4,311.66
4188,2023-06-01,CUST3457,East,Groceries,Wheat,8,1989.07,15912.56,843.4
4189,2020-05-21,CUST1510,North,Home Appliances,Microwave,9,1151.6,10364.4,2887.03
4190,2020-07-11,CUST7040,East,Home Appliances,Microwave,9,1091.97,9827.73,1650.21
4191,2021-02-13,CUST8035,North,Electronics,Camera,3,1933.29,5799.87,1212.1
4192,2020-10-27,CUST2220,East,Home Appliances,Washing Machine,8,621.51,4972.08,911.88
4193,2020-10-28,CUST9610,North,Groceries,Wheat,1,1790.1,1790.1,174.53
4194,2022-02-11,CUST9701,South,Furniture,Bed,10,750.52,7505.2,1519.3
4195,2020-11-23,CUST4328,West,Clothing,Dress,4,1163.87,4655.48,838.39
4196,2022-07-18,CUST9108,South,Furniture,Table,3,1865.53,5596.59,1636.07
4197,2023-03-29,CUST8195,West,Furniture,Bed,5,329.51,1647.55,361.12
4198,2022-03-17,CUST3279,South,Groceries,Bread,7,46.75,327.25,21.43
4199,2023-02-16,CUST2319,South,Groceries,Bread,6,1739.05,10434.3,1453.68
4200,2023-04-15,CUST2948,North,Home Appliances,Washing Machine,9,1191.41,10722.69,2696.5
4201,2020-05-11,CUST8671,North,Furniture,Wardrobe,8,1841.72,14733.76,4059.16
4202,2022-03-18,CUST5649,West,Electronics,Tablet,8,495.83,3966.64,395.23
4203,2022-01-13,CUST8812,South,Clothing,Dress,4,1546.07,6184.28,1108.0
4204,2020-03-20,CUST5990,East,Electronics,Headphones,10,1450.26,14502.6,815.86
4205,2023-04-13,CUST7877,East,Groceries,Wheat,1,1769.55,1769.55,96.17
4206,2022-08-05,CUST9131,West,Furniture,Wardrobe,6,1853.19,11119.14,1537.65
4207,2020-05-20,CUST4169,East,Electronics,Smartphone,2,139.86,279.72,74.09
4208,2021-12-13,CUST8867,South,Electronics,Camera,10,825.72,8257.2,1815.84
4209,2021-12-29,CUST8356,West,Home Appliances,Blender,9,537.65,4838.85,262.38
4210,2020-11-10,CUST2030,East,Home Appliances,Washing Machine,4,1719.24,6876.96,1884.0
4211,2023-10-26,CUST5313,East,Furniture,Chair,5,1760.33,8801.65,1716.42
4212,2022-11-24,CUST2361,West,Furniture,Chair,2,1551.95,3103.9,729.28
4213,2023-03-07,CUST5733,South,Groceries,Milk,1,183.78,183.78,51.74
4214,2020-09-21,CUST8389,South,Electronics,Camera,4,1350.94,5403.76,554.81
4215,2020-10-25,CUST2912,South,Home Appliances,Blender,9,381.5,3433.5,520.52
4216,2023-01-15,CUST7934,South,Groceries,Eggs,9,386.53,3478.77,710.45
4217,2022-04-06,CUST7162,East,Home Appliances,Refrigerator,2,467.29,934.58,55.58
4218,2023-07-10,CUST6572,North,Electronics,Camera,5,270.76,1353.8,183.84
4219,2021-12-28,CUST4320,West,Clothing,Dress,4,205.07,820.28,67.11
4220,2022-05-04,CUST7904,South,Electronics,Camera,2,1992.2,3984.4,584.79
4221,2020-10-26,CUST5832,West,Furniture,Bed,8,731.85,5854.8,317.52
4222,2020-06-04,CUST8637,South,Clothing,Jeans,4,677.14,2708.56,136.32
4223,2022-03-31,CUST8958,East,Furniture,Bed,6,1649.23,9895.38,1017.92
4224,2020-11-07,CUST9846,West,Electronics,Headphones,8,1387.96,11103.68,2304.53
4225,2021-08-03,CUST4643,East,Groceries,Rice,1,909.5,909.5,163.5
4226,2020-04-28,CUST2702,South,Groceries,Wheat,7,861.13,6027.91,1358.69
4227,2021-04-22,CUST7643,West,Electronics,Smartphone,10,1476.88,14768.8,2822.33
4228,2021-05-29,CUST5134,East,Clothing,Shoes,8,1334.46,10675.68,2261.43
4229,2020-09-19,CUST1862,West,Furniture,Bed,5,1598.36,7991.8,1971.2
4230,2020-01-16,CUST9984,East,Clothing,Shoes,5,438.82,2194.1,435.36
4231,2022-12-07,CUST2211,South,Furniture,Bed,9,1462.45,13162.05,3123.6
4232,2020-02-10,CUST1983,North,Electronics,Headphones,8,941.97,7535.76,2000.42
4233,2021-10-18,CUST7363,East,Electronics,Headphones,5,1370.07,6850.35,1349.41
4234,2021-04-23,CUST3838,West,Clothing,Dress,1,576.28,576.28,111.72
4235,2020-02-22,CUST2625,South,Furniture,Bed,10,1466.62,14666.2,890.38
4236,2022-01-23,CUST8983,North,Home Appliances,Microwave,1,835.23,835.23,67.67
4237,2021-12-21,CUST2252,South,Groceries,Bread,5,508.17,2540.85,199.66
4238,2023-12-11,CUST1438,West,Groceries,Bread,8,1217.99,9743.92,542.46
4239,2021-05-25,CUST2719,East,Electronics,Laptop,10,1375.6,13756.0,805.4
4240,2020-04-29,CUST2711,East,Home Appliances,Air Conditioner,9,408.53,3676.77,716.25
4241,2021-01-27,CUST8543,West,Groceries,Bread,8,993.03,7944.24,567.07
4242,2022-04-18,CUST5794,East,Clothing,Jeans,3,415.17,1245.51,149.75
4243,2020-11-29,CUST5191,West,Clothing,Shirt,8,194.79,1558.32,385.98
4244,2023-09-24,CUST1849,West,Groceries,Milk,10,798.28,7982.8,1569.06
4245,2020-12-23,CUST8421,East,Home Appliances,Air Conditioner,6,163.05,978.3,99.08
4246,2020-06-16,CUST4004,South,Home Appliances,Air Conditioner,2,590.94,1181.88,220.18
4247,2023-03-27,CUST5697,East,Clothing,Shirt,5,147.94,739.7,84.62
4248,2023-09-20,CUST5959,North,Furniture,Bed,7,1481.71,10371.97,2087.37
4249,2023-12-12,CUST4029,West,Clothing,Shoes,4,245.46,981.84,240.74
4250,2023-09-05,CUST5021,North,Electronics,Camera,4,1474.75,5899.0,1051.47
4251,2023-05-24,CUST2651,East,Clothing,Shirt,6,1815.51,10893.06,3052.86
4252,2021-06-03,CUST5468,East,Clothing,Shirt,7,1027.9,7195.3,837.67
4253,2022-10-02,CUST3773,East,Groceries,Wheat,10,921.26,9212.6,754.49
4254,2023-01-03,CUST8193,North,Groceries,Rice,6,1168.1,7008.6,1943.13
4255,2020-11-17,CUST2830,South,Furniture,Chair,6,152.58,915.48,261.71
4256,2020-02-23,CUST2659,East,Home Appliances,Washing Machine,4,1679.37,6717.48,951.98
4257,2021-10-29,CUST3209,West,Electronics,Smartphone,4,975.89,3903.56,391.41
4258,2020-04-21,CUST7688,South,Furniture,Wardrobe,6,1768.75,10612.5,2968.84
4259,2020-07-15,CUST9194,North,Clothing,Jacket,5,909.67,4548.35,569.26
4260,2020-06-12,CUST2113,East,Electronics,Smartphone,9,873.3,7859.7,1716.34
4261,2021-08-19,CUST1332,West,Clothing,Jeans,6,1434.12,8604.72,2342.73
4262,2021-08-17,CUST8084,South,Furniture,Table,6,1220.53,7323.18,1077.23
4263,2023-11-04,CUST2385,South,Electronics,Headphones,8,809.69,6477.52,1844.25
4264,2023-12-18,CUST2828,South,Clothing,Jeans,9,325.19,2926.71,513.75
4265,2020-08-16,CUST4494,South,Home Appliances,Washing Machine,1,828.53,828.53,166.3
4266,2021-12-05,CUST2488,East,Groceries,Bread,7,991.05,6937.35,708.47
4267,2020-03-04,CUST2169,East,Electronics,Camera,10,1776.44,17764.4,3721.55
4268,2020-01-13,CUST3300,North,Electronics,Laptop,6,299.85,1799.1,239.43
4269,2023-01-14,CUST7223,West,Home Appliances,Air Conditioner,5,1071.48,5357.4,952.02
4270,2022-08-21,CUST7947,West,Home Appliances,Washing Machine,1,1684.99,1684.99,155.9
4271,2023-05-11,CUST2009,South,Furniture,Wardrobe,5,1778.33,8891.65,1690.43
4272,2021-04-17,CUST7974,East,Electronics,Camera,1,961.34,961.34,180.0
4273,2021-08-31,CUST2886,West,Clothing,Jeans,1,1519.03,1519.03,323.13
4274,2020-10-17,CUST2233,North,Electronics,Smartphone,10,111.97,1119.7,247.16
4275,2021-05-25,CUST8712,East,Groceries,Wheat,6,1496.03,8976.18,1711.46
4276,2020-12-21,CUST2052,East,Groceries,Milk,7,446.46,3125.22,357.73
4277,2020-08-01,CUST2755,North,Furniture,Wardrobe,9,1916.25,17246.25,4180.65
4278,2023-02-12,CUST2755,South,Home Appliances,Blender,3,1981.35,5944.05,691.48
4279,2023-03-12,CUST3264,West,Clothing,Jacket,4,73.94,295.76,67.34
4280,2022-08-02,CUST8265,South,Home Appliances,Air Conditioner,1,393.58,393.58,87.41
4281,2021-07-21,CUST3512,North,Electronics,Laptop,1,1850.05,1850.05,140.42
4282,2021-03-11,CUST6736,South,Electronics,Headphones,8,634.88,5079.04,598.58
4283,2022-03-10,CUST5439,East,Groceries,Wheat,10,738.94,7389.4,1561.83
4284,2020-05-18,CUST5196,South,Clothing,Dress,3,1458.23,4374.69,965.65
4285,2023-06-02,CUST2201,East,Electronics,Tablet,6,773.91,4643.46,779.92
4286,2020-06-09,CUST8943,South,Home Appliances,Refrigerator,9,835.55,7519.95,1381.15
4287,2020-08-14,CUST9048,West,Home Appliances,Microwave,1,27.74,27.74,2.7
4288,2020-10-17,CUST7362,West,Clothing,Shoes,5,141.12,705.6,117.93
4289,2023-11-28,CUST7140,North,Groceries,Bread,7,913.09,6391.63,1326.72
4290,2020-09-08,CUST9300,East,Home Appliances,Air Conditioner,5,114.09,570.45,134.46
4291,2020-09-20,CUST3548,West,Clothing,Jeans,2,73.29,146.58,23.86
4292,2023-05-07,CUST7444,East,Home Appliances,Blender,2,882.38,1764.76,95.68
4293,2023-02-12,CUST7915,East,Groceries,Eggs,7,193.24,1352.68,148.71
4294,2020-09-30,CUST6042,South,Clothing,Shirt,8,1386.9,11095.2,635.31
4295,2021-08-07,CUST1406,East,Electronics,Tablet,1,736.78,736.78,106.02
4296,2022-03-06,CUST3366,East,Clothing,Jacket,7,163.86,1147.02,253.01
4297,2021-03-14,CUST8200,East,Clothing,Jeans,10,1050.74,10507.4,638.91
4298,2023-01-16,CUST2499,South,Groceries,Milk,2,162.93,325.86,48.3
4299,2022-02-05,CUST8619,West,Clothing,Dress,9,945.08,8505.72,1241.24
4300,2022-05-29,CUST1769,North,Furniture,Bed,4,430.87,1723.48,325.17
4301,2022-08-23,CUST8436,North,Groceries,Eggs,3,1194.79,3584.37,486.35
4302,2020-02-25,CUST5048,North,Home Appliances,Microwave,7,1282.54,8977.78,1474.61
4303,2020-12-12,CUST6399,East,Electronics,Laptop,5,1342.3,6711.5,380.36
4304,2023-06-08,CUST4192,South,Groceries,Wheat,9,334.61,3011.49,761.98
4305,2023-11-11,CUST6381,West,Clothing,Jeans,2,264.75,529.5,89.31
4306,2023-02-10,CUST4525,North,Furniture,Bed,6,897.39,5384.34,362.75
4307,2022-04-14,CUST4932,East,Home Appliances,Air Conditioner,2,441.2,882.4,226.6
4308,2021-08-27,CUST9271,South,Groceries,Milk,5,1789.84,8949.2,575.39
4309,2021-01-16,CUST6815,East,Electronics,Headphones,5,1142.4,5712.0,336.54
4310,2020-02-27,CUST2236,South,Home Appliances,Blender,1,1287.94,1287.94,370.58
